brand,model,fuel,gear,engine_size,year_model,avg_price_brl,age_years
BMW,M3 Coupê 4.0 32V,Gasoline,manual,4.0,2011,284073.0,12
BMW,120iA Cabrio 2.0 16V 156cv 2p,Gasoline,manual,2.0,2012,103651.0,11
BMW,120iA Cabrio 2.0 16V 156cv 2p,Gasoline,manual,2.0,2011,97386.0,12
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2019,418488.0,4
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2018,363081.0,5
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2017,307362.0,6
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2016,285291.0,7
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2015,255614.0,8
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2014,182864.0,9
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2013,167191.0,10
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2012,155016.0,11
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2011,147582.0,12
BMW,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2015,304570.0,8
BMW,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2014,235000.0,9
BMW,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2013,220900.0,10
BMW,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2012,177170.0,11
BMW,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2011,160306.0,12
BMW,M3 Sedan 4.0 32V,Gasoline,manual,4.0,2012,236600.0,11
BMW,M3 Sedan 4.0 32V,Gasoline,manual,4.0,2011,209309.0,12
BMW,135iA Coupé 3.0 24V 306cv,Gasoline,manual,3.0,2012,189950.0,11
BMW,135iA Coupé 3.0 24V 306cv,Gasoline,manual,3.0,2011,171625.0,12
BMW,118iA 2.0 16V 136cv 5p,Gasoline,manual,2.0,2012,62230.0,11
BMW,118iA 2.0 16V 136cv 5p,Gasoline,manual,2.0,2011,54379.0,12
BMW,Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p,Gasoline,manual,2.5,2012,195820.0,11
BMW,Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p,Gasoline,manual,2.5,2011,189284.0,12
BMW,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,Gasoline,manual,3.0,2014,255273.0,9
BMW,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,Gasoline,manual,3.0,2013,234521.0,10
BMW,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,Gasoline,manual,3.0,2012,228133.0,11
BMW,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,Gasoline,manual,3.0,2011,221876.0,12
BMW,X1 XDRIVE 28i 3.0 24V 4x4 Aut.,Gasoline,automatic,3.0,2012,83450.0,11
BMW,X1 XDRIVE 28i 3.0 24V 4x4 Aut.,Gasoline,automatic,3.0,2011,81277.0,12
BMW,X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2018,458632.0,5
BMW,X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2017,446054.0,6
BMW,X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2012,189900.0,11
BMW,X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2011,145718.0,12
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2023,1094512.0,0
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2021,1051544.0,2
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2019,618100.0,4
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2018,540029.0,5
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2017,448052.0,6
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2016,375354.0,7
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2015,313103.0,8
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2014,222555.0,9
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2013,203199.0,10
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2012,167976.0,11
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,Gasoline,automatic,4.4,2011,156429.0,12
BMW,X1 SDRIVE 18i 2.0 16V 4x2 Aut.,Gasoline,automatic,2.0,2014,86538.0,9
BMW,X1 SDRIVE 18i 2.0 16V 4x2 Aut.,Gasoline,automatic,2.0,2013,79481.0,10
BMW,X1 SDRIVE 18i 2.0 16V 4x2 Aut.,Gasoline,automatic,2.0,2012,69880.0,11
BMW,X1 SDRIVE 18i 2.0 16V 4x2 Aut.,Gasoline,automatic,2.0,2011,67976.0,12
BMW,535iA 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2013,143848.0,10
BMW,535iA 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2012,119657.0,11
BMW,535iA 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2011,102244.0,12
BMW,550iA 4.4 32V 407cv Bi-Turbo,Gasoline,manual,4.4,2012,163291.0,11
BMW,550iA 4.4 32V 407cv Bi-Turbo,Gasoline,manual,4.4,2011,134363.0,12
BMW,535iA GT 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2012,124200.0,11
BMW,535iA GT 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2011,102703.0,12
BMW,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2015,198964.0,8
BMW,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2014,188154.0,9
BMW,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2013,144065.0,10
BMW,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2012,108890.0,11
BMW,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2011,103115.0,12
BMW,X5 XDRIVE 50i 4.4 Bi-Turbo,Gasoline,manual,4.4,2015,250817.0,8
BMW,X5 XDRIVE 50i 4.4 Bi-Turbo,Gasoline,manual,4.4,2014,191817.0,9
BMW,X5 XDRIVE 50i 4.4 Bi-Turbo,Gasoline,manual,4.4,2012,141733.0,11
BMW,X5 XDRIVE 50i 4.4 Bi-Turbo,Gasoline,manual,4.4,2011,136379.0,12
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2017,211398.0,6
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2016,186716.0,7
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2015,181595.0,8
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2014,136403.0,9
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2013,125905.0,10
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2012,120018.0,11
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2011,98830.0,12
BMW,118iA 2.0 16V 136cv 3p,Gasoline,manual,2.0,2012,58281.0,11
BMW,118iA 2.0 16V 136cv 3p,Gasoline,manual,2.0,2011,52735.0,12
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,Gasoline,manual,4.4,2016,375964.0,7
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,Gasoline,manual,4.4,2015,313156.0,8
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,Gasoline,manual,4.4,2014,253293.0,9
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,Gasoline,manual,4.4,2013,227743.0,10
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,Gasoline,manual,4.4,2012,193187.0,11
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,Gasoline,manual,4.4,2011,176162.0,12
BMW,750iLA 4.4 ActiveHybrid 7,Gasoline,manual,4.4,2012,247831.0,11
BMW,750iLA 4.4 ActiveHybrid 7,Gasoline,manual,4.4,2011,213572.0,12
BMW,318iA 2.0 16V 136cv 5p,Gasoline,manual,2.0,2012,66052.0,11
BMW,318iA 2.0 16V 136cv 5p,Gasoline,manual,2.0,2011,60230.0,12
BMW,X3 XDRIVE 28i 3.0 258cv,Gasoline,manual,3.0,2012,93547.0,11
BMW,X3 XDRIVE 28i 3.0 258cv,Gasoline,manual,3.0,2011,90623.0,12
BMW,M1 Coupe 3.0 24V 340cv,Gasoline,manual,3.0,2012,387000.0,11
BMW,M1 Coupe 3.0 24V 340cv,Gasoline,manual,3.0,2011,241120.0,12
BMW,650Ci Cabriolet 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2012,287790.0,11
BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2015,103798.0,8
BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2014,87113.0,9
BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2013,80175.0,10
BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2012,73502.0,11
BMW,328iA 2.0 TB/2.0 TB Flex 16V 4p,Gasoline,manual,2.0,2014,122450.0,9
BMW,328iA 2.0 TB/2.0 TB Flex 16V 4p,Gasoline,manual,2.0,2013,109214.0,10
BMW,328iA 2.0 TB/2.0 TB Flex 16V 4p,Gasoline,manual,2.0,2012,99665.0,11
BMW,328iA Luxury/Modern 2.0 TB 16V 4p,Gasoline,manual,2.0,2013,104168.0,10
BMW,328iA Luxury/Modern 2.0 TB 16V 4p,Gasoline,manual,2.0,2012,94689.0,11
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,Gasoline,manual,2.0,2018,190285.0,5
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,Gasoline,manual,2.0,2017,169945.0,6
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,Gasoline,manual,2.0,2016,154933.0,7
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,Gasoline,manual,2.0,2015,139157.0,8
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,Gasoline,manual,2.0,2014,118079.0,9
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,Gasoline,manual,2.0,2013,111487.0,10
BMW,328iA Plus 2.0 TB 16V 245cv 4p,Gasoline,manual,2.0,2013,101075.0,10
BMW,320iA 2.0 Turbo/ActiveFlex 16V/GP 4p,Gasoline,manual,2.0,2023,295363.0,0
BMW,320iA 2.0 Turbo/ActiveFlex 16V/GP 4p,Gasoline,manual,2.0,2022,274451.0,1
BMW,320iA 2.0 Turbo/ActiveFlex 16V/GP 4p,Gasoline,manual,2.0,2021,263399.0,2
BMW,320iA 2.0 Turbo/ActiveFlex 16V/GP 4p,Gasoline,manual,2.0,2015,111618.0,8
BMW,320iA 2.0 Turbo/ActiveFlex 16V/GP 4p,Gasoline,manual,2.0,2014,101514.0,9
BMW,320iA 2.0 Turbo/ActiveFlex 16V/GP 4p,Gasoline,manual,2.0,2013,95434.0,10
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2023,311930.0,0
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2022,287389.0,1
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2021,266772.0,2
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2020,248089.0,3
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2019,209220.0,4
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2018,161867.0,5
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2017,148854.0,6
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2016,130813.0,7
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2015,117897.0,8
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2014,105940.0,9
BMW,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,Gasoline,manual,2.0,2013,96077.0,10
BMW,650iA 4.4 407cv Bi-Turbo,Gasoline,manual,4.4,2012,281600.0,11
BMW,X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.,Gasoline,automatic,2.0,2014,91900.0,9
BMW,X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.,Gasoline,automatic,2.0,2013,88365.0,10
BMW,X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.,Gasoline,automatic,2.0,2012,83652.0,11
BMW,528iA 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2014,125850.0,9
BMW,528iA 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2013,112144.0,10
BMW,528iA 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2012,109068.0,11
BMW,118iA Full 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2014,87542.0,9
BMW,118iA Full 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2013,80258.0,10
BMW,118iA Full 1.6 TB 16V 170cv 5p,Gasoline,manual,1.6,2012,73652.0,11
BMW,335iA Sport 3.0 24V 306cv 4p,Gasoline,manual,3.0,2013,156200.0,10
BMW,335iA Sport 3.0 24V 306cv 4p,Gasoline,manual,3.0,2012,149013.0,11
BMW,116iA 1.6 TB 16V 136cv 5p,Gasoline,manual,1.6,2015,88980.0,8
BMW,116iA 1.6 TB 16V 136cv 5p,Gasoline,manual,1.6,2014,79128.0,9
BMW,116iA 1.6 TB 16V 136cv 5p,Gasoline,manual,1.6,2013,73005.0,10
BMW,116iA 1.6 TB 16V 136cv 5p,Gasoline,manual,1.6,2012,71002.0,11
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2023,284543.0,0
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2022,264325.0,1
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2021,257716.0,2
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2020,231989.0,3
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2019,201413.0,4
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2018,177899.0,5
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2017,160006.0,6
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2016,147361.0,7
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2015,103798.0,8
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2014,92930.0,9
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2013,81374.0,10
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,Gasoline,automatic,2.0,2012,72677.0,11
BMW,M5 4.4 560cv Bi-Turbo Aut.,Gasoline,automatic,4.4,2015,330000.0,8
BMW,M5 4.4 560cv Bi-Turbo Aut.,Gasoline,automatic,4.4,2014,294442.0,9
BMW,M5 4.4 560cv Bi-Turbo Aut.,Gasoline,automatic,4.4,2013,271610.0,10
BMW,M5 4.4 560cv Bi-Turbo Aut.,Gasoline,automatic,4.4,2012,264160.0,11
BMW,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,Gasoline,automatic,2.0,2016,261085.0,7
BMW,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,Gasoline,automatic,2.0,2015,241404.0,8
BMW,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,Gasoline,automatic,2.0,2014,226041.0,9
BMW,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,Gasoline,automatic,2.0,2013,210472.0,10
BMW,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,Gasoline,automatic,2.0,2012,202557.0,11
BMW,X3 XDRIVE 28i 2.0 Turbo 245cv Aut.,Gasoline,automatic,2.0,2015,145114.0,8
BMW,X3 XDRIVE 28i 2.0 Turbo 245cv Aut.,Gasoline,automatic,2.0,2014,113400.0,9
BMW,X3 XDRIVE 28i 2.0 Turbo 245cv Aut.,Gasoline,automatic,2.0,2013,108112.0,10
BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,Gasoline,automatic,2.0,2019,209166.0,4
BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,Gasoline,automatic,2.0,2016,157004.0,7
BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,Gasoline,automatic,2.0,2015,126175.0,8
BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,Gasoline,automatic,2.0,2014,121528.0,9
BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,Gasoline,automatic,2.0,2013,110859.0,10
BMW,640i Gran Coupe 3.0 320cv 4p,Gasoline,manual,3.0,2015,222605.0,8
BMW,640i Gran Coupe 3.0 320cv 4p,Gasoline,manual,3.0,2014,216500.0,9
BMW,640i Gran Coupe 3.0 320cv 4p,Gasoline,manual,3.0,2013,206842.0,10
BMW,M 135i 3.0 24V 320cv,Gasoline,manual,3.0,2016,215912.0,7
BMW,M 135i 3.0 24V 320cv,Gasoline,manual,3.0,2015,201163.0,8
BMW,M 135i 3.0 24V 320cv,Gasoline,manual,3.0,2014,164171.0,9
BMW,M 135i 3.0 24V 320cv,Gasoline,manual,3.0,2013,159900.0,10
BMW,535iA M Sport 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2016,208807.0,7
BMW,535iA M Sport 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2015,170828.0,8
BMW,535iA M Sport 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2014,156547.0,9
BMW,535iA M Sport 3.0 24V 306cv Bi-Turbo,Gasoline,manual,3.0,2013,149276.0,10
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2023,345645.0,0
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2021,330607.0,2
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2020,320846.0,3
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2019,275417.0,4
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2017,180648.0,6
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2016,160869.0,7
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2015,135996.0,8
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2014,113643.0,9
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2013,103704.0,10
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,Gasoline,automatic,2.0,2012,100859.0,11
BMW,M6 Coupe 4.4 Bi-Turbo V8 32V,Gasoline,manual,4.4,2015,397178.0,8
BMW,M6 Coupe 4.4 Bi-Turbo V8 32V,Gasoline,manual,4.4,2014,386285.0,9
BMW,M6 Coupe 4.4 Bi-Turbo V8 32V,Gasoline,manual,4.4,2013,309282.0,10
BMW,335i 3.0 ActiveHybrid 3,Gasoline,manual,3.0,2014,175900.0,9
BMW,528iA M Sport 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2016,161278.0,7
BMW,528iA M Sport 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2015,146345.0,8
BMW,528iA M Sport 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2014,138529.0,9
BMW,528iA M Sport 2.0 Turbo 16V 245cv 4p,Gasoline,manual,2.0,2013,125666.0,10
BMW,335iA M Sport 3.0 24V 306cv 4p,Gasoline,manual,3.0,2015,190950.0,8
BMW,335iA M Sport 3.0 24V 306cv 4p,Gasoline,manual,3.0,2014,177471.0,9
BMW,320iA GT Sport 2.0 Turbo 16V 184cv 5p,Gasoline,manual,2.0,2017,161201.0,6
BMW,320iA GT Sport 2.0 Turbo 16V 184cv 5p,Gasoline,manual,2.0,2016,148858.0,7
BMW,320iA GT Sport 2.0 Turbo 16V 184cv 5p,Gasoline,manual,2.0,2015,125521.0,8
BMW,320iA GT Sport 2.0 Turbo 16V 184cv 5p,Gasoline,manual,2.0,2014,110410.0,9
BMW,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,Gasoline,manual,4.4,2018,577653.0,5
BMW,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,Gasoline,manual,4.4,2017,420202.0,6
BMW,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,Gasoline,manual,4.4,2016,408885.0,7
BMW,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,Gasoline,manual,4.4,2015,398420.0,8
BMW,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,Gasoline,manual,4.4,2014,387216.0,9
BMW,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,Gasoline,manual,2.0,2016,180289.0,7
BMW,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,Gasoline,manual,2.0,2015,147836.0,8
BMW,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,Gasoline,manual,2.0,2014,129510.0,9
BMW,650i Gran Coupe 4.4 V8 450cv 4p,Gasoline,manual,4.4,2016,437846.0,7
BMW,650i Gran Coupe 4.4 V8 450cv 4p,Gasoline,manual,4.4,2015,353879.0,8
BMW,650i Gran Coupe 4.4 V8 450cv 4p,Gasoline,manual,4.4,2014,335482.0,9
BMW,650i Gran Coupe 4.4 V8 450cv 4p,Gasoline,manual,4.4,2013,324934.0,10
BMW,650i Gran Coupe 4.4 V8 450cv 4p,Gasoline,manual,4.4,2012,294583.0,11
BMW,316i 1.6 TB 16V 136cv 4p,Gasoline,manual,1.6,2015,104521.0,8
BMW,316i 1.6 TB 16V 136cv 4p,Gasoline,manual,1.6,2014,89454.0,9
BMW,435iA M Sport Coupe 3.0 24V 306cv 2p,Gasoline,manual,3.0,2015,207170.0,8
BMW,435iA M Sport Coupe 3.0 24V 306cv 2p,Gasoline,manual,3.0,2014,201488.0,9
BMW,X5 XDRIVE 50i M Sport 4.4 Bi-Turbo,Gasoline,manual,4.4,2015,264581.0,8
BMW,X5 XDRIVE 50i M Sport 4.4 Bi-Turbo,Gasoline,manual,4.4,2014,199100.0,9
BMW,X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2017,273921.0,6
BMW,X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2016,252190.0,7
BMW,X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2015,207514.0,8
BMW,X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,Gasoline,manual,3.0,2014,189661.0,9
BMW,M 235i Coupe 3.0 24V 326cv,Gasoline,manual,3.0,2016,251330.0,7
BMW,M 235i Coupe 3.0 24V 326cv,Gasoline,manual,3.0,2015,230708.0,8
BMW,M 235i Coupe 3.0 24V 326cv,Gasoline,manual,3.0,2014,188527.0,9
BMW,428i Cabriolet Sport 2.0 TB 245cv 2p,Gasoline,manual,2.0,2016,240120.0,7
BMW,428i Cabriolet Sport 2.0 TB 245cv 2p,Gasoline,manual,2.0,2015,228054.0,8
BMW,428i Cabriolet Sport 2.0 TB 245cv 2p,Gasoline,manual,2.0,2014,178541.0,9
BMW,i8 e-Drive 1.5 TB 12V Aut.,Gasoline,automatic,1.5,2020,751018.0,3
BMW,i8 e-Drive 1.5 TB 12V Aut.,Gasoline,automatic,1.5,2016,729663.0,7
BMW,i8 e-Drive 1.5 TB 12V Aut.,Gasoline,automatic,1.5,2015,668740.0,8
BMW,X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,Gasoline,automatic,2.0,2018,258752.0,5
BMW,X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,Gasoline,automatic,2.0,2017,211996.0,6
BMW,X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,Gasoline,automatic,2.0,2016,185446.0,7
BMW,X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,Gasoline,automatic,2.0,2015,171235.0,8
BMW,X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.,Gasoline,automatic,3.0,2017,254562.0,6
BMW,X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.,Gasoline,automatic,3.0,2016,223609.0,7
BMW,X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.,Gasoline,automatic,3.0,2015,207966.0,8
BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,Gasoline,automatic,2.0,2015,112472.0,8
BMW,428i Gran Coupe M Sport 2.0 TB 245cv,Gasoline,manual,2.0,2016,183358.0,7
BMW,428i Gran Coupe M Sport 2.0 TB 245cv,Gasoline,manual,2.0,2015,165446.0,8
BMW,428i Gran Coupe Sport 2.0 TB 245cv,Gasoline,manual,2.0,2015,161606.0,8
BMW,420i Cabriolet Sport 2.0 TB 184cv 2p,Gasoline,manual,2.0,2016,239960.0,7
BMW,420i Cabriolet Sport 2.0 TB 184cv 2p,Gasoline,manual,2.0,2015,210514.0,8
BMW,X6 XDRIVE 50i M Sport 4.4 Bi-Turbo,Gasoline,manual,4.4,2016,387498.0,7
BMW,X6 XDRIVE 50i M Sport 4.4 Bi-Turbo,Gasoline,manual,4.4,2015,324569.0,8
BMW,X5 XDRIVE 30d Full 3.0 258cv Diesel,Diesel,manual,3.0,2015,236384.0,8
BMW,M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p,Gasoline,manual,3.0,2020,538510.0,3
BMW,M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p,Gasoline,manual,3.0,2019,520953.0,4
BMW,M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p,Gasoline,manual,3.0,2017,439900.0,6
